WikiData QID	parent	ML_ID	label	description	wiktionary
		ML_MORPH-VALUE_IMPERSONAL-VERB	impersonal verb	A verb that cannot take a [subject](#subject), or takes a third-person neuter subject pronoun (e.g. [_it_](https://en.wiktionary.org/wiki/it#English)) without an [antecedent](https://en.wiktionary.org/wiki/antecedent). The term [_weather verb_](https://en.wiktionary.org/wiki/weather_verb#English) is also sometimes used in some texts, since such verbs of weather (e.g. [_rain_](https://en.wiktionary.org/wiki/rain#English)) are impersonal in many languages. Many verbs that are personal and [active](#active) in English are expressed in other languages using impersonal constructions. An example is the English sentence "I must do it", expressed in French using the impersonal verb [_falloir_](https://en.wiktionary.org/wiki/falloir#French) (“to be [necessary](https://en.wiktionary.org/wiki/necessary)”), as in _[_il_](https://en.wiktionary.org/wiki/il#French) [_faut_](https://en.wiktionary.org/wiki/falloir#French) [_que_](https://en.wiktionary.org/wiki/que#French) [_je_](https://en.wiktionary.org/wiki/je#French) [_le_](https://en.wiktionary.org/wiki/il#French) [_fasse_](https://en.wiktionary.org/wiki/faire#French)_ (literally “It is necessary that I do it”).	https://en.wiktionary.org/wiki/impersonal
		ML_CUSTOM_INANIMATE	inanimate	Having a [referent](https://en.wiktionary.org/wiki/referent) that does not include a human or animal. Many languages (such as the [Slavic languages](https://en.wikipedia.org/wiki/Slavic_languages)) classify nouns based on animacy, using different [inflections](#inflection) or words with animate and inanimate nouns. For verbs, this indicates that they are usually applied only to inanimate objects or concepts, and rarely used in the first or second persons.	https://en.wiktionary.org/wiki/inanimate
		ML_CUSTOM_INCHOATIVE	inchoative	An [aspect](#aspect) of the [verb](https://en.wiktionary.org/wiki/verb) which denotes that a state is about to be entered or is in the process of being entered. Such verbs are often translated in English as _become_ or _turn_ followed by an adjective. Some languages have a specific suffix for forming inchoative verbs, such as [_-scō_](https://en.wiktionary.org/wiki/-sco#Latin) in Latin; compare [_rubeō_](https://en.wiktionary.org/wiki/rubeo#Latin) (“to be red”) vs. [_rubēscō_](https://en.wiktionary.org/wiki/rubesco#Latin) (“to turn red, to redden, to blush”).	https://en.wiktionary.org/wiki/inchoative
		ML_CUSTOM_INCOMPARABLE	incomparable	(of adjectives and adverbs) unable to be compared, or lacking a [comparative](#comparative) and [superlative](#superlative) function. _See_ [**comparable**](#comparable). Examples of adjectives that are not comparable: _annual_, _first_, _extra_, _satin_, _six-figure_.	https://en.wiktionary.org/wiki/incomparable
		ML_CUSTOM_INDECLINABLE	indeclinable	In languages with [inflection](#inflection), lacking distinct inflected forms when they would be expected to exist. Indeclinable words have the same form in all cases. For example, the English noun [_sheep_](https://en.wiktionary.org/wiki/sheep#English) is invariable because its plural is also [_sheep_](https://en.wiktionary.org/wiki/sheep#English). [Acronyms](#acronym) and [loanwords](#loanword) are often indeclinable in many languages. Poorly-attested words from ancient languages are sometimes denoted "indeclinable" when they can't be assigned to a declension class with certainty.	https://en.wiktionary.org/wiki/indeclinable, https://en.wiktionary.org/wiki/undeclinable, https://en.wiktionary.org/wiki/invariable, https://en.wiktionary.org/wiki/invariant
		ML_CUSTOM_INDEFINITE	indefinite	Refers to forms of words that present something as not yet identified or not immediately identifiable; in English, this is the basic meaning of the [article](https://en.wiktionary.org/wiki/article) [_a_](https://en.wiktionary.org/wiki/a#English); in some languages, this is a nominal or adjectival [inflection](#inflection). In the Germanic languages, adjectives inflected as indefinite are referred to as "strong". In Hungarian and also in Mansi, the indefinite conjugation indicates [no object](#intransitive_verb) or [indefinite objects](https://en.wikipedia.org/wiki/Hungarian_verbs#Definite_and_indefinite_conjugations), including _me, us,_ and the informal _you._	https://en.wiktionary.org/wiki/indefinite
		ML_CUSTOM_INDEPENDENT-CLAUSE	independent clause	A [clause](#clause) that can stand on its own as a complete [sentence](#sentence), as opposed to a [dependent clause](#dependent_clause).	https://en.wiktionary.org/wiki/independent_clause
		ML_POS_INDETERMINATE-VERB	indeterminate verb	In the [Slavic languages](https://en.wikipedia.org/wiki/Slavic_languages), another term for [_multidirectional verb_](#multidirectional_verb).	https://en.wiktionary.org/wiki/indeterminate_verb
		ML_CUSTOM_INDICATIVE-MOOD	indicative mood	The [mood](#mood) of a [verb](#verb) used in ordinary factual or objective statements.	https://en.wiktionary.org/wiki/indicative_mood
		ML_CUSTOM_INFIX	infix	A [morpheme](https://en.wiktionary.org/wiki/morpheme) or [affix](https://en.wiktionary.org/wiki/affix) inserted inside a word.	https://en.wiktionary.org/wiki/infix
		ML_CUSTOM_INFLECTION	inflection	The change in form of a word to represent various grammatical categories, such as [tense](#tense) (e.g. past tense, present tense, future tense) or [number](#number) (e.g. singular, plural). For example, the verb [_run_](https://en.wiktionary.org/wiki/run#English) may be inflected to produce [_runs_](https://en.wiktionary.org/wiki/runs#English), [_ran_](https://en.wiktionary.org/wiki/ran#English), and [_running_](https://en.wiktionary.org/wiki/running#English). In highly inflected languages, such as Latin, there will be many more forms. Two major types of inflection are [conjugation](#conjugation) (inflection of [verbs](#verb)) and [declension](#declension) (inflection of [nouns](#noun), [adjectives](#adjective), and [pronouns](#pronoun)).	https://en.wiktionary.org/wiki/inflection
		ML_CUSTOM_INFORMAL	informal	Denotes spoken or written words that are used primarily in a [familiar](#familiar) or casual context. Do not confuse with [_slang_](#slang) or [_nonstandard_](#nonstandard). See also [_colloquial_](#colloquial).	https://en.wiktionary.org/wiki/informal
		ML_CUSTOM_INHERITED	inherited	Denotes words which etymologically are not [borrowings](#loanword) but derive through regular or sporadic [sound change](#sound_change), without additional affixation, from a corresponding term in the language that is its direct historical ancestor. For example, English [_one_](https://en.wiktionary.org/wiki/one#English) is _inherited_ from Proto-Germanic [_*ainaz_](https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/ainaz).	https://en.wiktionary.org/wiki/inherit
		ML_CUSTOM_INITIALISM	initialism	An [abbreviation](#abbreviation) that is formed from the initial letters of a sequence of words. Initialisms that are pronounced as words, such as [_UNICEF_](https://en.wiktionary.org/wiki/UNICEF#English), are usually called [_acronyms_](#acronym), so the term _initialism_ is generally only used for those that are pronounced letter by letter, such as [_U.S._](https://en.wiktionary.org/wiki/U.S.#English)	https://en.wiktionary.org/wiki/initialism
		ML_PHONOLOGY_INITIAL-VOWEL	initial vowel	_See [_augment_](#augment)._	
		ML_CUSTOM_INLINE-REFERENCE	inline reference	A reference whose point of application is indicated in the text.	
		ML_MORPH-VALUE_INSTRUMENTAL-CASE	instrumental case	A [case](#case) used to express means or agency—and is generally indicated in English by "by" or "with" with the objective.	https://en.wiktionary.org/wiki/instrumental_case
		ML_CUSTOM_INTENSIFIER	intensifier	A [word](#word) or [particle](#particle) that heightens the intensity of meaning of a term.	https://en.wiktionary.org/wiki/intensifier
		ML_CUSTOM_INTENSIVE	intensive	A word form expressing great size, power or emotion. Opposite of [diminutive](#diminutive).	https://en.wiktionary.org/wiki/intensive
		ML_CUSTOM_INTERFIX	interfix	An [empty morph](https://en.wiktionary.org/wiki/empty_morph) (or meaningless morph) inserted between two [morphemes](https://en.wiktionary.org/wiki/morpheme) in the process of word formation, such as [_-i-_](https://en.wiktionary.org/wiki/-i-#English) and [_-o-_](https://en.wiktionary.org/wiki/-o-#English) in English.	https://en.wiktionary.org/wiki/interfix
		ML_CUSTOM_INTERNATIONALISM	internationalism	A loanword that occurs in several languages with the same or similar meaning and etymology, often due to the occurrence of several simultaneous borrowings and/or a chain of successive borrowings happening in quick succession. This commonly results in the exact etymological lineage of a term being difficult or impossible to trace for a given language. For example _bus, doctor, hotel, internet, taxi,_ or _television._ [International scientific vocabulary](https://en.wikipedia.org/wiki/International_scientific_vocabulary) is a large subclass of internationalisms.	https://en.wiktionary.org/wiki/internationalism
		ML_CUSTOM_INTERROGATIVE	interrogative	A word used to ask questions.	https://en.wiktionary.org/wiki/interrogative
		ML_CUSTOM_INTRANSITIVE	intransitive	Of a [verb](#verb): not taking a [direct object](#direct_object); not [transitive](#transitive). For example, the verb [_listen_](https://en.wiktionary.org/wiki/listen#English) does not usually take a direct object; it is grammatically incorrect to say "I listened the concert" (instead of the correct "I listened to the concert" with the [indirect object](#indirect_object) "to the concert"). / Of an adposition (such as a [preposition](#preposition)), or of an [adverb](#adverb): not having a [nominal](#nominal) complement. For example, using the following prepositions or adverbs without a complement (here in parentheses): [_down_](https://en.wiktionary.org/wiki/down#English) (the stairs), [_under_](https://en.wiktionary.org/wiki/under#English) (the bridge), [_inside_](https://en.wiktionary.org/wiki/inside#English) (the building), [_aboard_](https://en.wiktionary.org/wiki/aboard#English) (the ship), [_underneath_](https://en.wiktionary.org/wiki/underneath#English) (the table), [_here_](https://en.wiktionary.org/wiki/here#English), [_there_](https://en.wiktionary.org/wiki/there#English), [_abroad_](https://en.wiktionary.org/wiki/abroad#English), [_downtown_](https://en.wiktionary.org/wiki/downtown#English), [_afterwards_](https://en.wiktionary.org/wiki/afterwards#English), …	https://en.wiktionary.org/wiki/intransitive
		ML_CUSTOM_INVARIABLE	invariable	_See [_indeclinable_](#indeclinable)._	https://en.wiktionary.org/wiki/invariable
		ML_CUSTOM_INVARIANT	invariant	_See [_indeclinable_](#indeclinable)._	https://en.wiktionary.org/wiki/invariant
		ML_CUSTOM_INVERSION	inversion	A grammatical construction where the normal word order is reversed. An example in English is: "Will Fred stay?"	https://en.wiktionary.org/wiki/inversion
		ML_CUSTOM_IOTATION	iotation	A specific occurrence of [palatalization](#palatalization) that occurred in the [Proto-Slavic language](https://en.wikipedia.org/wiki/Proto-Slavic_language), in which a [consonant](#consonant) combined with the palatal approximant /j/ to form a palatalized [consonant](#consonant). Also, any similar process occurring in a later [Slavic language](https://en.wikipedia.org/wiki/Slavic_languages) or elsewhere. For example, under certain circumstances in [Russian](https://en.wikipedia.org/wiki/Russian_language), underlying _s; z; t; d; k; g_ are iotated to _š; ž; č or šč; ž; č; ž_ respectively (pronounced /ʂ/; /ʐ/; /t͡ɕ/ or /ɕː/; /ʐ/; /t͡ɕ/; /ʐ/ respectively). (See [_Appendix:Russian verbs § Slavic iotation_](https://en.wiktionary.org/wiki/Appendix:Russian_verbs#Slavic_iotation) for the full iotation rules in [Russian](https://en.wikipedia.org/wiki/Russian_language); other [Slavic languages](https://en.wikipedia.org/wiki/Slavic_languages) behave similarly.)	https://en.wiktionary.org/wiki/iotation
		ML_CUSTOM_IPA	IPA	The [International Phonetic Alphabet](https://en.wikipedia.org/wiki/International_Phonetic_Alphabet); a standardized system for transcribing the sounds in any spoken language.	https://en.wiktionary.org/wiki/IPA
		ML_CUSTOM_IRB	ʾiʿrāb	Also called [desinential inflection](https://en.wiktionary.org/wiki/desinential_inflection); in Arabic: [_إِعْرَاب_](https://en.wiktionary.org/wiki/%D8%A5%D8%B9%D8%B1%D8%A7%D8%A8#Arabic) (ʔiʕrāb). A number of [inflectional](#inflection) endings, applied to Arabic nouns, adjectives, and verbs, which—with minor exceptions—do not appear in writing, and moreover are not pronounced in [pausa](https://en.wiktionary.org/wiki/pausa), i.e. at the end of a sentence or before a pause. Nevertheless, these endings are a regular and required element of Qur'ānic and Classical Arabic. In Modern Standard Arabic, however, they are rather often avoided due to dialectal influence. In nouns and adjectives, the ʾiʿrāb primarily has the function of marking the cases ([nominative](#nominative), [genitive](#genitive), [accusative](#accusative)), while in verbs it marks the moods ([indicative](#indicative), [subjunctive](#subjunctive), [jussive](#jussive)). All of these are only occasionally distinguishable without application of the ʾiʿrāb.	https://en.wiktionary.org/wiki/%CA%BEi%CA%BFr%C4%81b
		ML_CUSTOM_IRREGULAR	irregular	Not following the usual rules of [inflection](#inflection); for example, the plural of English [_man_](https://en.wiktionary.org/wiki/man#English) is [_men_](https://en.wiktionary.org/wiki/men#English), which is irregular; the regularly formed plural would have been *_mans_.	https://en.wiktionary.org/wiki/irregular
		ML_CUSTOM_ITERATIVE	iterative	Expressive of an action that is repeated with frequency.	https://en.wiktionary.org/wiki/iterative
